pfam_id,primary_role,resistant,reason
PF13772,other,no,The domain AIG2_2 does not have a specific function related to biosynthetic gene clusters or resistance.
PF13773,other,no,The domain is classified as 'DUF' (Domain of Unknown Function) with no specific function or resistance associated.
PF13776,other,no,The domain DUF4172 does not have a specific functional role related to biosynthetic pathways or resistance.
PF13778,other,no,The domain is of unknown function and not directly related to biosynthetic processes or resistance.
PF13779,other,no,The domain has no specific function described and does not relate to biosynthetic processes or resistance.
PF13780,other,no,The domain has no specific function described and does not relate to biosynthetic processes or resistance.
PF13781,other,no,The domain is uncharacterised and does not indicate a specific biosynthetic function or resistance.
PF13782,other,no,"The SpoVAB family is involved in sporulation, which is not directly related to biosynthetic gene clusters or resistance."
PF13783,other,no,"The domain is classified as 'DUF' with no specific function described, indicating it does not fit into the defined categories."
PF13784,other,no,The Fic_N domain is not directly involved in biosynthetic processes or resistance mechanisms.
PF13785,other,no,The domain has no specific function described related to biosynthetic gene clusters.
PF13786,other,no,"The domain is classified as 'DUF' with no specific function described, thus categorized as 'other'."
PF13787,other,no,The function of the HXXEE domain is unknown and does not fit into the specified categories.
PF13788,other,no,The domain has no specific functional description related to biosynthetic processes or resistance.
PF13789,other,no,"The domain is classified as 'DUF' with no specific function described, indicating it does not fit into the defined categories."
PF13790,regulation,no,"The SR1P protein regulates arginine metabolism and stabilizes mRNAs, indicating a regulatory function."
PF13791,regulation,no,"The domain is part of a sigma factor regulator, which is involved in gene expression regulation."
PF13793,other,no,The domain is not directly involved in biosynthetic processes or resistance mechanisms.
PF13794,other,no,The domain MiaE_2 does not have a specific functional role related to biosynthetic gene clusters or resistance.
PF13795,other,no,"The domain is involved in nickel binding but does not have a specific role in biosynthesis, modification, transport, or regulation."
PF13796,regulation,no,"The domain is involved in stimulus sensing, which relates to regulation of gene expression or activity."
PF13797,regulation,no,"Post-transcriptional regulators are involved in the regulation of gene expression, not directly in biosynthesis or resistance."
PF13798,other,no,The function of the domain is unknown and does not fit into the specified categories.
PF13799,other,no,The domain is of unknown function and does not indicate a specific role related to biosynthesis or resistance.
PF13800,regulation,no,"The domain is associated with a sigma factor regulator, which is involved in gene expression regulation."
PF13801,other,yes,"The domain is involved in resistance to heavy-metal ions, indicating a protective function."
PF13802,other,no,The domain is part of a glycosyl hydrolase family and does not directly relate to biosynthetic functions or resistance.
PF13803,other,no,The domain is of unknown function and does not indicate a specific role related to biosynthesis or resistance.
PF13806,other,no,The domain is not specifically related to biosynthetic functions or resistance.
PF13807,other,no,The function of the GNVR domain is not known and does not fit into the specified categories.
PF13808,other,no,"This domain is associated with transposases, which are not directly involved in biosynthetic processes."
PF13809,other,no,Tubulin is not directly involved in biosynthetic processes or resistance.
PF13810,other,no,"The domain is classified as 'DUF' (Domain of Unknown Function) with no specific function described, thus categorized as 'other'."
PF13811,other,no,"The domain is classified as 'DUF' with no specific function described, indicating it does not fit into the defined categories."
PF13813,other,no,The domain MBOAT_2 does not have a specific functional role related to biosynthetic gene clusters and lacks information indicating resistance.
PF13814,other,no,"The domain is involved in plasmid replication and DNA relaxation, which are not directly related to biosynthetic gene clusters."
PF13816,tailoring,no,The domain is involved in the chemical modification of compounds by catalyzing dehydration reactions.
PF13817,other,no,The domain is not described in a way that indicates a specific biosynthetic function or resistance.
PF13822,other,no,"The domain is involved in carboxylase enzymes for fatty acid biosynthesis, which does not fit into core, tailoring, transport, or regulation categories."
PF13827,other,no,The domain is of unknown function and does not indicate a specific role related to biosynthesis or resistance.
PF13828,other,no,The domain is functionally uncharacterised and does not fit into the specified categories.
PF13829,other,no,The domain is classified as 'DUF' with no specific functional description provided.
PF13830,other,no,"The domain is classified as 'DUF' with no specific function described, indicating it does not fit into the defined categories."
PF13833,other,no,"The EF-hand domain is a calcium-binding motif commonly found in various proteins, not specifically related to biosynthetic gene clusters."
PF13834,other,no,"The domain is of unknown function and does not indicate a specific role related to biosynthesis, transport, or resistance."
PF13835,other,no,"The domain is classified as 'DUF' (Domain of Unknown Function) with no specific function described, thus it does not fit into the defined categories."
PF13840,other,no,"The ACT domain is involved in metabolic control and signal transduction, not directly in biosynthetic processes or resistance."
PF13844,tailoring,no,"Glycosyltransferases modify compounds by adding sugar moieties, fitting the tailoring category."
PF13845,other,no,"The domain is involved in cell division, which is not directly related to biosynthetic gene clusters."
PF13847,tailoring,no,Methyltransferase activity is involved in the chemical modification of the product scaffold.
PF13852,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF13855,other,no,The domain LRR_8 does not have a specific function related to biosynthetic gene clusters or resistance.
PF13856,transport,no,"Putative ATP-binding sugar transporter-like protein suggests a role in transport, but not specifically related to resistance."
PF13857,other,no,The domain is not described in a way that indicates a specific biosynthetic function or resistance.
PF13858,other,no,"The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis, transport, or resistance."
PF13860,other,no,The domain is part of a flagellar hook capping protein and does not directly relate to biosynthetic functions or resistance.
PF13861,other,no,"The FLgD_tudor domain is associated with the FlgD protein involved in flagellar structure, which does not directly relate to biosynthetic functions or resistance."
PF13871,regulation,no,"The domain is involved in promoting the expression of diverse targets, indicating a regulatory function."
PF13872,other,no,"The description does not provide any specific information about a functional role related to biosynthesis, transport, or regulation."
PF13875,other,no,The function of these proteins is unknown and they do not fit into the defined categories for biosynthetic gene clusters.
PF13876,other,no,The proteins are functionally uncharacterized and do not fit into the defined categories for biosynthetic functions or resistance.
PF13884,other,no,The domain is part of a bacteriophage protein involved in cleavage and does not directly relate to biosynthetic functions or resistance.
PF13885,other,no,"The domain is related to keratin, which is not specific to biosynthetic gene clusters or resistance."
PF13899,other,no,Thioredoxins are involved in redox reactions but do not directly participate in biosynthetic processes or confer resistance.
PF13905,other,no,Thioredoxins are involved in redox reactions but are not directly related to biosynthetic processes or resistance.
PF13906,transport,no,"AA_permease_C is part of permease enzymes, which are involved in the transport of amino acids, but not specifically linked to resistance."
PF13910,other,no,"The domain DUF4209 does not have a specific functional role related to biosynthesis, tailoring, transport, or regulation, and is classified as 'other'."
PF13911,other,no,"The domain is related to antioxidant activity, which is not directly involved in biosynthetic processes or resistance."
PF13912,other,no,"The domain zf-C2H2_6 is a zinc finger domain, which is generally involved in DNA binding and not specific to biosynthetic functions."
PF13921,regulation,no,"Myb DNA-binding domains are involved in regulating gene expression, not directly in biosynthesis or resistance."
PF13924,core,no,"The domain is involved in the biosynthesis of compounds like alnumycin and stigmatellin, suggesting a role in core biosynthetic processes."
PF13927,other,no,Immunoglobulin-like domains are not directly involved in biosynthetic processes or resistance.
PF13930,other,no,The domain name and description do not provide specific information about its function related to biosynthetic gene clusters.
PF13936,regulation,no,"The HTH_38 domain is likely involved in DNA-binding, indicating a regulatory function."
PF13937,transport,no,"The domain is predicted to be a subunit of transporters for D-alanine or lactate, but there is no indication of resistance or self-protection."
PF13938,other,no,"The domain is of unknown function and suggests a role in biosynthesis but does not directly indicate core, tailoring, or transport functions."
PF13941,other,no,The domain is involved in a metabolic pathway but does not directly relate to biosynthetic processes or resistance.
PF13942,other,no,The domain is functionally uncharacterized and does not fit into the specified biosynthetic roles.
PF13946,other,no,"The domain is associated with various proteins, including transferases, but does not specifically indicate a role in biosynthetic pathways or resistance."
PF13948,other,no,"The function of this family is unknown, thus it does not fit into the specified categories."
PF13953,other,no,The PapC C-terminal domain is involved in pilus assembly and does not directly participate in biosynthetic processes or confer resistance.
PF13954,other,no,"The PapC N-terminal domain is involved in substrate binding and is part of a chaperone-usher system, which does not directly relate to biosynthetic functions or resistance."
PF13955,other,yes,Fst is a toxic peptide that can confer resistance through its toxic effects and interaction with antitoxin RNA.
PF13957,other,no,"YafO is a toxin that inhibits protein synthesis and is part of a toxin-antitoxin system, but it does not directly relate to biosynthetic functions or resistance."
PF13958,regulation,no,"ToxN is part of a toxin-antitoxin system and acts as a ribonuclease, which is more related to regulation of cellular processes than direct biosynthetic functions."
PF13964,other,no,The Kelch_6 domain does not have a specific function related to biosynthetic gene clusters or resistance.
PF13970,other,no,The domain is a bacterial lipoprotein with no specific role in biosynthesis or resistance.
PF13972,regulation,yes,"TetR is a transcriptional repressor involved in the regulation of multi-drug efflux pumps, which are related to resistance mechanisms."
PF13973,other,no,"The protein is of phage origin with an unknown molecular function, not directly related to biosynthetic processes or resistance."
PF13974,other,no,"The YebO protein is uncharacterized and does not have a defined role in biosynthesis, modification, transport, or regulation."
PF13975,other,no,"The domain is related to proteases in retroviral proteins, which do not directly contribute to biosynthetic gene clusters."
PF13977,regulation,yes,"TetR family proteins regulate multi-drug efflux pumps, indicating a role in resistance."
PF13978,other,no,"The domain is functionally uncharacterized and does not have a specific role related to biosynthesis, modification, transport, or regulation."
PF13979,other,no,"The domain is part of E3 ubiquitin ligase enzymes, which are not directly involved in biosynthetic processes or resistance."
PF13980,other,no,The family is functionally uncharacterized and does not have a specific role related to biosynthetic processes or resistance.
PF13982,other,no,"The YbfN family is functionally uncharacterized and does not have a specific role related to biosynthesis, modification, transport, or regulation."
PF13984,transport,no,"MsyB is involved in protein export, indicating a transport function, but it is not known to confer resistance."
PF13986,other,no,The domain is functionally uncharacterised and does not have a specific role related to biosynthesis or resistance.
PF13988,other,no,The domain is functionally uncharacterized and does not fit into the specified categories.
PF13991,regulation,no,"BssS proteins are involved in the regulation of biofilm formation, which does not directly relate to biosynthetic functions or resistance."
PF13992,other,no,"The YecR-like family of lipoproteins is functionally uncharacterized and does not have a known role in biosynthesis, modification, transport, or regulation."
PF13993,other,no,"The YccJ protein is functionally uncharacterized and does not fit into the defined categories of core, tailoring, transport, or regulation."
PF13994,transport,no,"PgaD is involved in the export of poly-beta-1,6-N-acetyl-D-glucosamine, which is essential for biofilm stability, indicating a transport function."
PF13995,other,yes,"The YebF-like protein family includes colicin immunity proteins, which confer resistance to colicin toxins."
PF13996,other,no,"The YobH protein family is functionally uncharacterized and does not fit into the defined categories of core, tailoring, transport, or regulation."
PF13997,other,no,"The YqjK-like protein family is functionally uncharacterized and does not fit into the defined categories of core, tailoring, transport, or regulation."
PF13998,regulation,no,"MgrB is involved in regulating transcription in response to magnesium levels and interacts with the PhoQ/PhoP signaling system, but does not confer resistance."
PF14002,other,no,"The YniB-like protein family is functionally uncharacterized and does not have a known role in biosynthesis, modification, transport, or regulation."
PF14004,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF14005,other,no,The YpjP-like protein family is functionally uncharacterized and does not have a specific role related to biosynthetic processes or resistance.
PF14006,other,no,"The YqzL protein family is functionally uncharacterized and does not have a specific role related to biosynthesis, tailoring, transport, or regulation."
PF14007,other,no,"The YtpI protein family is functionally uncharacterized and does not have a defined role in biosynthesis, modification, transport, or regulation."
PF14011,transport,yes,"The proteins are involved in the ESAT-6 secretion system, which is important for virulence and may confer resistance mechanisms."
PF14012,other,no,"The domain is functionally uncharacterized and does not indicate a specific role in biosynthesis, modification, transport, or regulation."
PF14013,other,no,"The MT0933_antitox family is identified as an antitoxin, which does not fit into the core, tailoring, transport, or regulation categories directly related to biosynthetic gene clusters."
PF14014,other,no,The domain is functionally uncharacterized and does not fit into the specific biosynthetic roles.
PF14015,other,no,The domain is functionally uncharacterized and does not fit into the specific categories related to biosynthetic gene clusters.
PF14016,other,no,The domain is of unknown function and not specifically related to biosynthetic processes or resistance.
PF14017,other,no,The domain is functionally uncharacterized and does not indicate a specific role in biosynthesis or resistance.
PF14018,other,no,"The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis, transport, or resistance."
PF14019,other,no,The domain is functionally uncharacterized and does not fit into the specified categories for biosynthetic gene clusters.
PF14020,other,no,The domain is functionally uncharacterized and does not fit into the specific categories related to biosynthetic functions or resistance.
PF14021,transport,yes,"The domain is involved in transporting a toxic protein that induces necrosis in host cells, indicating a role in self-protection against immune responses."
PF14022,other,no,The domain is functionally uncharacterised and does not indicate a specific role related to biosynthesis or resistance.
PF14023,other,no,"The domain is functionally uncharacterized and may act as a chloride channel, but it is not directly related to biosynthetic functions or resistance."
PF14024,other,no,The domain is functionally uncharacterized and does not fit into the defined categories for biosynthetic gene clusters.
PF14025,other,no,"The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis, modification, transport, or regulation."
PF14027,tailoring,no,"Questin oxidase is involved in the chemical modification of polyketides, specifically in the ring cleavage of anthraquinone."
PF14028,core,no,"The domain is involved in the biosynthesis of lantibiotics, specifically in the final step of generating the antibiotic, indicating a direct role in backbone assembly."
PF14029,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF14030,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthetic gene clusters or resistance.
PF14031,other,no,"The domain is a zinc-dependent enzyme involved in D-serine dehydratase activity, which does not directly relate to biosynthetic functions or resistance."
PF14032,other,no,The domain is functionally uncharacterised and does not directly relate to biosynthetic functions or resistance.
PF14033,other,no,"The domain is functionally uncharacterised and does not have a specific role related to biosynthesis, modification, transport, or regulation."
PF14035,other,no,"The YlzJ-like protein family is functionally uncharacterized and does not have a known role in biosynthesis, modification, transport, or regulation."
PF14036,other,no,"The YlaH protein family is functionally uncharacterized and does not fit into the defined categories of core, tailoring, transport, or regulation."
PF14037,other,no,"The YoqO-like protein family is functionally uncharacterized and does not have a known role in biosynthesis, modification, transport, or regulation."
PF14038,other,no,"The YqzE protein is functionally uncharacterized and does not have a known role in biosynthesis, modification, transport, or regulation."
PF14039,other,no,"The YusW-like protein family is functionally uncharacterized and does not fit into the defined categories of biosynthetic function, tailoring, transport, or regulation."
PF14040,other,no,"NucB is a non-specific endonuclease involved in DNA hydrolysis, not directly related to biosynthetic pathways or resistance."
PF14041,other,no,Lipoproteins are not directly involved in biosynthetic processes or resistance.
PF14042,other,no,The domain is functionally uncharacterized and does not indicate a specific role in biosynthesis or resistance.
PF14043,other,no,The protein is functionally uncharacterized and does not fit into the defined categories for biosynthetic functions or resistance.
PF14044,other,no,"The NETI family is functionally uncharacterized and does not have a known role in biosynthesis, modification, transport, or regulation."
PF14045,other,no,"The protein is functionally uncharacterized and does not have a clear role in biosynthesis, modification, transport, or regulation."
PF14052,other,no,"The domain is involved in capsule assembly, which is not directly related to biosynthetic backbone assembly, tailoring, transport, or regulation."
PF14053,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF14054,other,no,The domain is functionally uncharacterised and does not indicate a specific role in biosynthesis or resistance.
PF14056,other,no,The domain is functionally uncharacterized and does not fit into the defined categories for biosynthetic functions or resistance.
PF14057,other,no,The domain is functionally uncharacterized and does not fit into the specific categories related to biosynthetic functions or resistance.
PF14058,other,no,The PcfK protein is functionally uncharacterized and does not fit into the defined categories for biosynthetic functions or resistance.
PF14059,other,no,"The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis, transport, or resistance."
PF14060,other,no,"The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis, transport, or resistance."
PF14062,other,no,The domain is functionally uncharacterized and does not fit into any specific biosynthetic role.
PF14063,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF14064,transport,no,HmuY is involved in heme transport but does not confer resistance or self-protection.
PF14065,other,no,The Pvc16_N domain is part of a contractile injection system and does not directly relate to biosynthetic processes or resistance.
PF14066,other,no,The domain is functionally uncharacterised and does not indicate a specific role related to biosynthetic gene clusters or resistance.
PF14067,other,no,The domain is functionally uncharacterised and does not directly relate to biosynthetic functions or resistance.
PF14068,other,no,The function of YuiB is uncharacterized and does not indicate a specific role in biosynthesis or resistance.
PF14069,regulation,no,SpoVIF is involved in the regulation of sporulation and not directly in biosynthetic processes or resistance.
PF14070,regulation,no,"The protein is involved in motility regulation and is controlled by a sigma factor, indicating a regulatory function."
PF14072,other,no,"The DndB domain is involved in DNA binding and recognition of modification sites, which does not directly relate to biosynthetic functions or resistance."
PF14074,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthetic gene clusters.
PF14076,other,yes,"The description suggests a potential role in a toxin-antitoxin system, indicating a function related to self-protection."
PF14078,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF14079,other,no,"The domain is functionally uncharacterised and does not indicate a specific role in biosynthesis, resistance, or transport."
PF14080,other,no,The domain is functionally uncharacterized and does not fit into the specified categories.
PF14081,other,no,The family is functionally uncharacterised and does not have a specific role related to biosynthesis or resistance.
PF14083,other,no,"The family is functionally uncharacterized and does not indicate a specific role related to biosynthesis, modification, transport, or regulation."
PF14084,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF14085,other,no,The domain is functionally uncharacterised and does not indicate a specific role related to biosynthesis or resistance.
PF14086,other,no,The domain is functionally uncharacterized and does not fit into the specified categories for biosynthetic gene clusters.
PF14087,other,no,"The domain is functionally uncharacterised and does not indicate a specific role related to biosynthesis, resistance, or transport."
PF14088,other,no,"The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis, transport, or resistance."
PF14089,regulation,no,"The KbaA protein is involved in kinase signaling and transcription factor regulation during sporulation, not in biosynthetic processes or resistance."
PF14090,regulation,no,"The HTH_39 domain is involved in DNA-binding, indicating a regulatory function."
PF14091,other,no,"The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis, transport, or resistance."
PF14092,other,no,The domain is functionally uncharacterized and does not fit into the specified categories for biosynthetic gene clusters.
PF14093,other,no,"The domain is functionally uncharacterized and does not indicate a specific role in biosynthesis, modification, transport, or regulation."
PF14094,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF14096,other,no,The domain is functionally uncharacterized and does not fit into any specific biosynthetic role.
PF14097,other,no,The description indicates a putative sporulation protein with no direct link to biosynthetic functions or resistance.
PF14098,other,no,The SSPI family is not directly involved in biosynthetic processes or resistance mechanisms.
PF14099,tailoring,no,"Heparin lyase I modifies polysaccharides by cleaving glycosidic linkages, which is a chemical modification process."
PF14101,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthetic gene clusters or resistance.
PF14102,core,no,"Caps_synth_CapC is involved in the biosynthesis of gamma-polyglutamic acid, which is part of the core biosynthetic pathway."
PF14103,other,no,The domain is functionally uncharacterized and does not fit into the defined categories for biosynthetic functions or resistance.
PF14104,other,no,The domain is functionally uncharacterized and does not fit into the specified categories.
PF14105,other,no,The domain is functionally uncharacterized and does not fit into the defined categories for biosynthetic functions or resistance.
PF14106,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF14107,other,no,The domain is functionally uncharacterized and does not fit into any specific biosynthetic role or resistance category.
PF14109,other,no,"The domain is a predicted lipoprotein linked to motility and chitin utilization, not directly involved in biosynthesis or resistance."
PF14110,other,no,The domain is functionally uncharacterized and does not fit into the defined categories for biosynthetic gene clusters.
PF14112,other,yes,"The domain is associated with immunity proteins in bacterial toxin systems, indicating a role in self-protection."
PF14113,regulation,yes,"Tae4 is part of a toxin-antitoxin system that provides immunity against toxins, indicating a role in self-protection."
PF14114,other,no,The domain is functionally uncharacterised and does not indicate a specific role related to biosynthesis or resistance.
PF14115,other,no,"The YuzL-like protein family is functionally uncharacterised and does not have a defined role in biosynthesis, modification, transport, or regulation."
PF14116,other,no,The YyzF-like protein family is functionally uncharacterized and does not have a specific role related to biosynthetic processes or resistance.
PF14117,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF14118,other,no,The YfzA protein family is functionally uncharacterized and does not have a specific role related to biosynthetic processes or resistance.
PF14119,other,no,The domain is functionally uncharacterized and does not indicate a specific role in biosynthesis or resistance.
PF14120,other,no,"The YhzD-like protein family is functionally uncharacterized and does not fit into the defined categories of biosynthetic functions, transport, or regulation."
PF14121,other,no,"The domain is a membrane beta-barrel protein with an uncharacterized function, not directly related to biosynthetic processes or resistance."
PF14122,other,no,"The YokU-like protein family is functionally uncharacterized and likely represents bacterial antitoxins, which do not fit into the defined categories of core, tailoring, transport, or regulation."
PF14123,other,no,The domain is functionally uncharacterised and does not fit into any specific biosynthetic role.
PF14124,other,no,"The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis, modification, transport, or regulation."
PF14125,other,no,"The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis, transport, or resistance."
PF14126,other,no,"The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis, resistance, or transport."
PF14127,other,no,The domain is functionally uncharacterized and does not fit into the specified categories for biosynthetic gene clusters.
PF14128,other,no,"The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis, modification, transport, or regulation."
PF14129,other,no,The domain is functionally uncharacterized and does not fit into any specific biosynthetic role.
PF14130,other,no,"The domain is involved in immunity and has nuclease activity, but it does not directly relate to biosynthetic processes or resistance."
PF14131,other,no,The protein is involved in bacterial virulence but does not directly relate to biosynthetic functions or resistance.
PF14132,other,no,"The family is functionally uncharacterised and does not indicate a specific role related to biosynthesis, transport, or resistance."
PF14133,other,no,The domain is functionally uncharacterized and does not fit into the specified categories related to biosynthetic gene clusters.
PF14134,other,no,The domain is functionally uncharacterized and does not indicate a specific role in biosynthesis or resistance.
PF14135,other,no,"The domain is functionally uncharacterised and does not indicate a specific role related to biosynthesis, modification, transport, or regulation."
PF14136,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF14137,other,no,The domain is functionally uncharacterized and does not fit into the specific categories related to biosynthetic gene clusters.
PF14139,other,no,"The YpzG-like protein family is functionally uncharacterized and does not fit into the defined categories of biosynthetic function, tailoring, transport, or regulation."
PF14141,other,no,"The YqzM-like protein family is functionally uncharacterized and does not fit into the defined categories of core, tailoring, transport, or regulation."
PF14142,other,no,"The YrzO protein family is functionally uncharacterized and does not indicate a specific role in biosynthesis, modification, transport, or regulation."
PF14143,other,no,"The YrhC protein is functionally uncharacterized and does not directly relate to biosynthetic functions, resistance, or transport."
PF14145,other,no,"The YrhK protein is functionally uncharacterized and does not have a specific role related to biosynthesis, modification, transport, or regulation."
PF14146,other,no,The protein is functionally uncharacterised and does not fit into the defined categories for biosynthetic gene clusters.
PF14148,other,no,"The YhdB-like protein family is functionally uncharacterized and does not have a known role in biosynthesis, modification, transport, or regulation."
PF14149,other,no,"The YhfH-like protein is functionally uncharacterized and primarily associated with stress response regulation, not directly involved in biosynthetic processes or resistance."
PF14150,other,no,"The YesK protein is functionally uncharacterized and does not fit into the defined categories of core, tailoring, transport, or regulation."
PF14151,other,no,"The YfhD protein is functionally uncharacterized and does not fit into the defined categories of core, tailoring, transport, or regulation."
PF14152,regulation,no,"The YfhE-like protein is functionally uncharacterized but is suggested to be regulated by a sigma factor involved in stress response, indicating a regulatory role."
PF14153,other,no,"The domain is involved in morphogenetic roles in coat assembly, not directly related to biosynthetic processes or resistance."
PF14154,other,no,The domain is functionally uncharacterised and does not fit into the specified categories.
PF14155,other,no,The domain is functionally uncharacterized and does not fit into the specified categories for biosynthetic functions or resistance.
PF14157,other,no,"The YmzC-like protein family is functionally uncharacterized and does not have a defined role in biosynthesis, modification, transport, or regulation."
PF14158,other,no,The YndJ protein family is functionally uncharacterized and does not fit into the defined categories for biosynthetic functions or resistance.
PF14159,other,no,"CAAD is involved in aminoacyl-tRNA synthetases, which are general metabolic enzymes and not specific to biosynthetic gene clusters."
PF14162,other,no,"The YozD-like protein family is functionally uncharacterized and does not have a known role in biosynthesis, modification, transport, or regulation."
PF14163,regulation,no,SieB proteins regulate superinfection by preventing phage growth but are not directly involved in resistance or self-protection.
PF14164,other,no,The YqzH-like protein family is functionally uncharacterized and does not have a specific role related to biosynthetic processes or resistance.
PF14166,other,no,The YueH-like protein family is functionally uncharacterized and does not fit into the defined categories for biosynthetic gene clusters.
PF14167,regulation,no,"The YfkD-like protein is regulated by sigma factors and is involved in stress response, indicating a regulatory function."
PF14168,other,no,"The YjzC protein family is functionally uncharacterized and does not have a specific role related to biosynthesis, tailoring, transport, or regulation."
PF14169,other,no,"The YdjO protein is functionally uncharacterised and does not fit into the specific roles of biosynthetic backbone assembly, tailoring, transport, or regulation."
PF14171,other,yes,"SpoIISA is a toxin that causes cell lysis, indicating a role in self-protection."
PF14172,regulation,no,"The description indicates that the protein is regulated by a transcription factor, suggesting a regulatory role."
PF14174,other,no,"The YycC-like protein family is functionally uncharacterized and does not fit into the defined categories of core, tailoring, transport, or regulation."
PF14175,other,no,"The YaaC protein family is functionally uncharacterized and does not have a known role in biosynthesis, modification, transport, or regulation."
PF14176,other,no,"The YxiJ protein family is functionally uncharacterised and does not have a known role in biosynthesis, modification, transport, or regulation."
PF14177,other,no,"The YkyB protein family is functionally uncharacterized and does not fit into the defined categories of core, tailoring, transport, or regulation."
PF14178,other,no,"The YppF protein is functionally uncharacterized and does not fit into the defined categories of biosynthetic functions, tailoring, transport, or regulation."
PF14179,other,no,The YppG protein family is functionally uncharacterized and does not fit into the defined categories for biosynthetic functions or resistance.
PF14181,other,no,The YqfQ protein family is functionally uncharacterized and does not fit into the defined categories for biosynthetic functions or resistance.
PF14182,other,no,"The YgaB protein family is functionally uncharacterized and does not have a specific role related to biosynthesis, tailoring, transport, or regulation."
PF14183,other,no,The YwpF protein is functionally uncharacterized and does not fit into the defined categories for biosynthetic functions or resistance.
PF14184,regulation,no,"YrvL functions as an anti-sigma factor, regulating gene expression."
PF14185,regulation,no,"The domain acts as an antitoxin, regulating the activity of a toxin, but does not confer resistance itself."
PF14187,other,no,The domain is functionally uncharacterized and does not indicate a specific role in biosynthesis or resistance.
PF14188,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF14189,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF14190,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF14191,other,no,"The YodL-like protein family is functionally uncharacterized and does not fit into the defined categories of biosynthetic function, tailoring, transport, or regulation."
PF14192,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF14193,other,no,The domain is functionally uncharacterized and does not indicate a specific role related to biosynthesis or resistance.
PF14194,other,no,The domain is functionally uncharacterized and does not fit into the specific roles related to biosynthetic gene clusters.
PF14195,other,no,The domain is functionally uncharacterised and does not indicate a specific role related to biosynthesis or resistance.
PF14196,tailoring,no,"The enzyme modifies a compound by catalyzing a conversion, which fits the tailoring role."
PF14198,other,no,The protein family is functionally uncharacterized and does not fit into the specified biosynthetic roles.
PF14199,other,no,The domain is functionally uncharacterised and does not indicate a specific role related to biosynthesis or resistance.
PF14200,other,no,"The domain is a lectin, which does not fit into the specified biosynthetic roles and is not known to confer resistance."
PF14201,other,no,The domain is functionally uncharacterized and does not fit into the specific categories related to biosynthetic gene clusters.
PF14202,other,no,"The TnpW family does not have a defined role in biosynthesis, modification, transport, or regulation, and is not known to confer resistance."
PF14203,other,no,"The TTRAP domain is involved in protein interactions for transposon transfer, not directly related to biosynthetic functions or resistance."
PF14205,other,no,The domain is functionally uncharacterized and does not fit into the specific biosynthetic roles.
PF14206,other,no,The protein family is functionally uncharacterized and does not fit into the defined categories for biosynthetic functions or resistance.
PF14207,other,no,The protein family is functionally uncharacterized and does not fit into the defined categories for biosynthetic functions or resistance.
PF14208,other,no,"The description does not indicate a specific biosynthetic function or resistance role, making it fall under 'other'."
PF14209,other,no,The domain is functionally uncharacterized and does not fit into the defined categories.
PF14213,other,no,The domain is functionally uncharacterized and does not have a specific role related to biosynthetic gene clusters or resistance.
PF14216,other,no,The family is functionally uncharacterised and does not indicate a specific role related to biosynthesis or resistance.
PF14217,other,no,The domain is functionally uncharacterized and does not indicate a specific role in biosynthesis or resistance.
PF14218,other,no,COP23 is a circadian oscillating protein and does not directly relate to biosynthetic functions or resistance.
PF14219,other,no,The domain is functionally uncharacterised and does not indicate a specific role related to biosynthesis or resistance.
